USER WARNING,Quantity,Purpose,Document_Title,Special_Conditions,Description,Source_Code,Certificate_Number,Valid_Until,Consignee_Country,Management_Authority,Common_Name,Permittee_Country,Consignee_Address,Origin,Permittee_Name,Scientific_Name,Permittee_Address,Consignee_Name,Issue_Date,Security_Stamp
Synthetic Data,7,C,Import Permit,NA,NA,NA,39BW2113248,5/15/2004,Botswana,Department of Wildlife and National Parks,Agama lizard,Uganda,Serowe,NA,Asmuth Park,Agama agama,Jinja,Wildlife Huckenbeck Zoo,2/9/2003,BW 81 324
Synthetic Data,5,C,Import Permit,NA,NA,NA,71NA4921118,1/27/2005,Namibia,Ministry of Environment and Tourism,Serval,Mozambique,Windhoek,Zambia,Outdoors Animal Park,Leptailurus serval,Beira,Zuri Nthanda,2/9/2003,NA 06 330
Synthetic Data,2,C,Import Permit,NA,NA,NA,71NA4921118,1/27/2005,Namibia,Ministry of Environment and Tourism,White rhinoceros,Mozambique,Windhoek,Mozambique,Outdoors Animal Park,Ceroteotherium simium,Beira,Zuri Nthanda,2/9/2003,NA 06 330
Synthetic Data,3,C,Import Permit,NA,NA,NA,71NA4921118,1/27/2005,Namibia,Ministry of Environment and Tourism,Common house gecko,Mozambique,Windhoek,Zambia,Outdoors Animal Park,Hemidactylus mabouia,Beira,Zuri Nthanda,2/9/2003,NA 06 330
Synthetic Data,3,C,Import Permit,NA,NA,NA,71NA4921118,1/27/2005,Namibia,Ministry of Environment and Tourism,Gaboon viper,Mozambique,Windhoek,Mozambique,Outdoors Animal Park,Bitis gabonica,Beira,Zuri Nthanda,2/9/2003,NA 06 330
Synthetic Data,4,C,Import Permit,NA,NA,NA,71NA4921118,1/27/2005,Namibia,Ministry of Environment and Tourism,Lowland gorilla,Mozambique,Windhoek,Zambia,Outdoors Animal Park,Gorilla gorilla graueri,Beira,Zuri Nthanda,2/9/2003,NA 06 330
Synthetic Data,4,C,Import Permit,NA,NA,NA,71NA4921118,1/27/2005,Namibia,Ministry of Environment and Tourism,Unstriped ground squirrel,Mozambique,Windhoek,Mozambique,Outdoors Animal Park,Xerus rutilus,Beira,Zuri Nthanda,2/9/2003,NA 06 330
Synthetic Data,4,C,Import Permit,NA,NA,NA,71NA4921118,1/27/2005,Namibia,Ministry of Environment and Tourism,Lion,Mozambique,Windhoek,NA,Outdoors Animal Park,,Beira,Zuri Nthanda,2/9/2003,NA 06 330
Synthetic Data,3,C,Import Permit,NA,NA,NA,04ZM5711446,1/30/2005,Zambia,Zambia Wildlife Authority,Defassa waterbuck,Zambia,Lusaka,NA,Wild Torlone Zoo,Kobus ellipsiprymnus defassa,Ndola,Atich Chika,2/11/2003,ZM 38 909
Synthetic Data,3,C,Import Permit,NA,NA,NA,72UG2925243,6/4/2004,Uganda,Uganda Wildlife Authority,Great crested grebe,Zambia,Jinja,Zambia,Przybyski Safari,Podiceps cristatus,Lusaka,Eniola Osumare,2/12/2003,UG 66 025
Synthetic Data,3,C,Import Permit,NA,NA,NA,72UG2925243,6/4/2004,Uganda,Uganda Wildlife Authority,Slender mongoose,Zambia,Jinja,NA,Przybyski Safari,Herpestes sanguineus,Lusaka,Eniola Osumare,2/12/2003,UG 66 025
Synthetic Data,5,C,Import Permit,NA,NA,NA,72UG2925243,6/4/2004,Uganda,Uganda Wildlife Authority,Leopard tortoise,Zambia,Jinja,Zambia,Przybyski Safari,Testudo pardalis,Lusaka,Eniola Osumare,2/12/2003,UG 66 025
Synthetic Data,4,C,Import Permit,NA,NA,NA,72UG2925243,6/4/2004,Uganda,Uganda Wildlife Authority,Great cormorant,Zambia,Jinja,Zambia,Przybyski Safari,Phalacrocorax carbo,Lusaka,Eniola Osumare,2/12/2003,UG 66 025
Synthetic Data,4,C,Import Permit,NA,NA,NA,72UG2925243,6/4/2004,Uganda,Uganda Wildlife Authority,Rock hyrax,Zambia,Jinja,Zambia,Przybyski Safari,Heterohyrax brucei,Lusaka,Eniola Osumare,2/12/2003,UG 66 025
Synthetic Data,5,C,Import Permit,NA,NA,NA,72UG2925243,6/4/2004,Uganda,Uganda Wildlife Authority,Black-necked grebe,Zambia,Jinja,Zambia,Przybyski Safari,Podiceps nigricollis,Lusaka,Eniola Osumare,2/12/2003,UG 66 025
Synthetic Data,2,C,Import Permit,NA,NA,NA,48BW9293013,9/7/2004,Botswana,Department of Wildlife and National Parks,Little grebe,Zambia,Francistown,Zambia,Outback Sippi Reserve,Tachybaptus ruficollis,Livingstone,Kefilwe Sauda,2/12/2003,BW 75 720
Synthetic Data,5,C,Import Permit,NA,NA,NA,48BW9293013,9/7/2004,Botswana,Department of Wildlife and National Parks,Slender mongoose,Zambia,Francistown,Zambia,Outback Sippi Reserve,Herpestes sanguineus,Livingstone,Kefilwe Sauda,2/12/2003,BW 75 720
Synthetic Data,3,C,Import Permit,NA,NA,NA,48BW9293013,9/7/2004,Botswana,Department of Wildlife and National Parks,Bongo,Zambia,Francistown,Zambia,Outback Sippi Reserve,Tragelaphus euryceros,Livingstone,Kefilwe Sauda,2/12/2003,BW 75 720
Synthetic Data,4,C,Import Permit,NA,NA,NA,48BW9293013,9/7/2004,Botswana,Department of Wildlife and National Parks,Nile monitor,Zambia,Francistown,Zambia,Outback Sippi Reserve,Varanus niloticus,Livingstone,Kefilwe Sauda,2/12/2003,BW 75 720
Synthetic Data,3,C,Import Permit,NA,NA,NA,48BW9293013,9/7/2004,Botswana,Department of Wildlife and National Parks,Beisa oryx,Zambia,Francistown,NA,Outback Sippi Reserve,Oryx gazella beisa,Livingstone,Kefilwe Sauda,2/12/2003,BW 75 720
Synthetic Data,5,C,Import Permit,NA,NA,NA,37BW9353921,4/28/2004,Botswana,Department of Wildlife and National Parks,African spoonbill,Botswana,Serowe,NA,Ayira Achieng,Platalea alba,Orapa,Wildlife Reserve,2/12/2003,BW 82 142
Synthetic Data,4,C,Import Permit,NA,NA,NA,37BW9353921,4/28/2004,Botswana,Department of Wildlife and National Parks,Boomslang,Botswana,Serowe,Zambia,Ayira Achieng,Dispholidus typus,Orapa,Wildlife Reserve,2/12/2003,BW 82 142
Synthetic Data,4,C,Import Permit,NA,NA,NA,37BW9353921,4/28/2004,Botswana,Department of Wildlife and National Parks,Serval,Botswana,Serowe,NA,Ayira Achieng,Leptailurus serval,Orapa,Wildlife Reserve,2/12/2003,BW 82 142
Synthetic Data,5,C,Import Permit,NA,NA,NA,38ZA5897776,6/17/2004,South Africa,Department of Environmental Affairs and Tourism,Aardvark,Mozambique,Johannesburg,Zambia,Hapanyengwi Animal Park,Orycteropus afer,Pemba,Huntsman Chenoweth Reserve,2/13/2003,ZA 99 814
Synthetic Data,4,C,Import Permit,NA,NA,NA,38ZA5897776,6/17/2004,South Africa,Department of Environmental Affairs and Tourism,Black-crowned night heron,Mozambique,Johannesburg,NA,Hapanyengwi Animal Park,Nycticorax nycticorax,Pemba,Huntsman Chenoweth Reserve,2/13/2003,ZA 99 814
Synthetic Data,2,C,Import Permit,NA,NA,NA,88MZ5032666,1/29/2005,Mozambique,National Directorate of Forestry and Wildlife,Black-faced vervet monkey,Zambia,Beira,Zambia,Imoo Amadi,Cercopithecus aethiops,Livingstone,Oluwaseyi Samanya,2/13/2003,MZ 96 216
Synthetic Data,5,C,Import Permit,NA,NA,NA,88MZ5032666,1/29/2005,Mozambique,National Directorate of Forestry and Wildlife,Forest cobra,Zambia,Beira,Zambia,Imoo Amadi,Naja melanolenca,Livingstone,Oluwaseyi Samanya,2/13/2003,MZ 96 216
Synthetic Data,3,C,Import Permit,NA,NA,NA,88MZ5032666,1/29/2005,Mozambique,National Directorate of Forestry and Wildlife,African hare,Zambia,Beira,NA,Imoo Amadi,Lepus capensis,Livingstone,Oluwaseyi Samanya,2/13/2003,MZ 96 216
Synthetic Data,4,C,Import Permit,NA,NA,NA,88MZ5032666,1/29/2005,Mozambique,National Directorate of Forestry and Wildlife,Great egret,Zambia,Beira,Zambia,Imoo Amadi,Casmerodius albus,Livingstone,Oluwaseyi Samanya,2/13/2003,MZ 96 216
Synthetic Data,7,C,Import Permit,NA,NA,NA,55MZ7760304,3/3/2004,Mozambique,National Directorate of Forestry and Wildlife,Lowland gorilla,Republic of China,Pemba,Republic of China,Wildlife Safari,Gorilla gorilla graueri,Taoyuan,Peron Park,2/13/2003,MZ 27 362
Synthetic Data,5,C,Import Permit,NA,NA,NA,55MZ7760304,3/3/2004,Mozambique,National Directorate of Forestry and Wildlife,Bushbuck,Republic of China,Pemba,NA,Wildlife Safari,Tragelaphus scriptus,Taoyuan,Peron Park,2/13/2003,MZ 27 362
Synthetic Data,4,C,Import Permit,NA,NA,NA,55MZ7760304,3/3/2004,Mozambique,National Directorate of Forestry and Wildlife,Aardvark,Republic of China,Pemba,NA,Wildlife Safari,Orycteropus afer,Taoyuan,Peron Park,2/13/2003,MZ 27 362
Synthetic Data,3,C,Import Permit,NA,NA,NA,55MZ7760304,3/3/2004,Mozambique,National Directorate of Forestry and Wildlife,Green-backed heron,Republic of China,Pemba,NA,Wildlife Safari,Butorides striatus,Taoyuan,Peron Park,2/13/2003,MZ 27 362
Synthetic Data,3,C,Import Permit,NA,NA,NA,55MZ7760304,3/3/2004,Mozambique,National Directorate of Forestry and Wildlife,Crested porcupine,Republic of China,Pemba,Republic of China,Wildlife Safari,Hystrix cristata,Taoyuan,Peron Park,2/13/2003,MZ 27 362
Synthetic Data,4,C,Import Permit,NA,NA,NA,97MZ6057950,7/31/2004,Mozambique,National Directorate of Forestry and Wildlife,Common ostrich,Botswana,Beira,Zambia,Wielonsky Safari,Struthio camelus,Serowe,Thabo Gwandoya,2/13/2003,MZ 15 196
Synthetic Data,5,C,Import Permit,NA,NA,NA,97MZ6057950,7/31/2004,Mozambique,National Directorate of Forestry and Wildlife,Boomslang,Botswana,Beira,Zambia,Wielonsky Safari,Dispholidus typus,Serowe,Thabo Gwandoya,2/13/2003,MZ 15 196
Synthetic Data,3,C,Import Permit,NA,NA,NA,30MZ6732185,6/11/2004,Mozambique,National Directorate of Forestry and Wildlife,Unstriped ground squirrel,South Korea,Pemba,Zambia,Reghabi Animal Park,Xerus rutilus,Incheon,Mirembe Olufunmilola,2/14/2003,MZ 85 523
Synthetic Data,4,C,Import Permit,NA,NA,NA,30MZ6732185,6/11/2004,Mozambique,National Directorate of Forestry and Wildlife,Black-faced vervet monkey,South Korea,Pemba,Zambia,Reghabi Animal Park,Cercopithecus aethiops,Incheon,Mirembe Olufunmilola,2/14/2003,MZ 85 523
Synthetic Data,3,C,Import Permit,NA,NA,NA,30MZ6732185,6/11/2004,Mozambique,National Directorate of Forestry and Wildlife,Eland,South Korea,Pemba,Zambia,Reghabi Animal Park,Taurotragus oryx,Incheon,Mirembe Olufunmilola,2/14/2003,MZ 85 523
Synthetic Data,6,C,Import Permit,NA,NA,NA,30MZ6732185,6/11/2004,Mozambique,National Directorate of Forestry and Wildlife,Lion,South Korea,Pemba,Zambia,Reghabi Animal Park,Panthera leo,Incheon,Mirembe Olufunmilola,2/14/2003,MZ 85 523
Synthetic Data,1,C,Import Permit,NA,NA,NA,30MZ6732185,6/11/2004,Mozambique,National Directorate of Forestry and Wildlife,Serval,South Korea,Pemba,Zambia,Reghabi Animal Park,Leptailurus serval,Incheon,Mirembe Olufunmilola,2/14/2003,MZ 85 523
Synthetic Data,3,C,Import Permit,NA,NA,NA,27MZ1959077,2/11/2005,Mozambique,National Directorate of Forestry and Wildlife,Lesser galago,South Africa,Nampula,South Africa,Enitan Fulathela,Galago senegalensis,Cape Town,Chidimma Apudo,2/15/2003,MZ 27 736
Synthetic Data,4,C,Import Permit,NA,NA,NA,27MZ1959077,2/11/2005,Mozambique,National Directorate of Forestry and Wildlife,African darter,South Africa,Nampula,South Africa,Enitan Fulathela,Anhinga rufa,Cape Town,Chidimma Apudo,2/15/2003,MZ 27 736
Synthetic Data,3,C,Import Permit,NA,NA,NA,27MZ1959077,2/11/2005,Mozambique,National Directorate of Forestry and Wildlife,Large-spotted genet,South Africa,Nampula,South Africa,Enitan Fulathela,Genetta tigrina,Cape Town,Chidimma Apudo,2/15/2003,MZ 27 736
Synthetic Data,7,C,Import Permit,NA,NA,NA,13BW0329610,6/27/2004,Botswana,Department of Wildlife and National Parks,Great crested grebe,Zambia,Serowe,NA,Outback Zoo,Podiceps cristatus,Kitwe,Wildlife Huckenbeck Zoo,2/16/2003,BW 58 238
Synthetic Data,4,C,Import Permit,NA,NA,NA,13BW0329610,6/27/2004,Botswana,Department of Wildlife and National Parks,Common duiker,Zambia,Serowe,Zambia,Outback Zoo,Sylvicapra grimmia,Kitwe,Wildlife Huckenbeck Zoo,2/16/2003,BW 58 238
Synthetic Data,3,C,Import Permit,NA,NA,NA,13BW0329610,6/27/2004,Botswana,Department of Wildlife and National Parks,Blue Wildebeest,Zambia,Serowe,NA,Outback Zoo,Connochaetes taurinus,Kitwe,Wildlife Huckenbeck Zoo,2/16/2003,BW 58 238
Synthetic Data,4,C,Import Permit,NA,NA,NA,13BW0329610,6/27/2004,Botswana,Department of Wildlife and National Parks,Roan antelope,Zambia,Serowe,Zambia,Outback Zoo,Hippotragus equinus,Kitwe,Wildlife Huckenbeck Zoo,2/16/2003,BW 58 238
Synthetic Data,5,C,Import Permit,NA,NA,NA,27MW6832171,9/11/2004,Malawi,Ministry of Information and Tourism,Bushbuck,Malaysia,Zomba,Zambia,Joy Urponen,Tragelaphus scriptus,Kuala Lumpur,Awuor Akoko,2/17/2003,MW 78 937
Synthetic Data,4,C,Import Permit,NA,NA,NA,97UG1310465,11/29/2004,Uganda,Uganda Wildlife Authority,Oribi,Tanzania,Kampali,Zambia,Githinji Enu,Ourebia ourebia,Tabora,Ayodele Alaba,2/17/2003,UG 20 693
Synthetic Data,3,C,Import Permit,NA,NA,NA,97UG1310465,11/29/2004,Uganda,Uganda Wildlife Authority,Steinbok,Tanzania,Kampali,Tanzania,Githinji Enu,Raphicerus campestris,Tabora,Ayodele Alaba,2/17/2003,UG 20 693
Synthetic Data,4,C,Import Permit,NA,NA,NA,97UG1310465,11/29/2004,Uganda,Uganda Wildlife Authority,Striped hyena,Tanzania,Kampali,Tanzania,Githinji Enu,Hyaena hyaena,Tabora,Ayodele Alaba,2/17/2003,UG 20 693
Synthetic Data,2,C,Import Permit,NA,NA,NA,97UG1310465,11/29/2004,Uganda,Uganda Wildlife Authority,Great white pelican,Tanzania,Kampali,Zambia,Githinji Enu,Pelecannus onocrotalus,Tabora,Ayodele Alaba,2/17/2003,UG 20 693
Synthetic Data,3,C,Import Permit,NA,NA,NA,97UG1310465,11/29/2004,Uganda,Uganda Wildlife Authority,Chimpanzee,Tanzania,Kampali,Tanzania,Githinji Enu,Pan troglodytes,Tabora,Ayodele Alaba,2/17/2003,UG 20 693
Synthetic Data,4,C,Import Permit,NA,NA,NA,97UG1310465,11/29/2004,Uganda,Uganda Wildlife Authority,Aardwolf,Tanzania,Kampali,Zambia,Githinji Enu,Proteles cristatus,Tabora,Ayodele Alaba,2/17/2003,UG 20 693
Synthetic Data,4,C,Import Permit,NA,NA,NA,78MW2528080,2/19/2004,Malawi,Ministry of Information and Tourism,Cokes hartebeest,South Africa,Liongwe,Zambia,Outback Multari Safari,Alcelaphus buselaphus,Johannesburg,Outback Zoo,2/17/2003,MW 27 596
Synthetic Data,6,C,Import Permit,NA,NA,NA,78MW2528080,2/19/2004,Malawi,Ministry of Information and Tourism,Oribi,South Africa,Liongwe,NA,Outback Multari Safari,Ourebia ourebia,Johannesburg,Outback Zoo,2/17/2003,MW 27 596
Synthetic Data,2,C,Import Permit,NA,NA,NA,78MW2528080,2/19/2004,Malawi,Ministry of Information and Tourism,Aardvark,South Africa,Liongwe,NA,Outback Multari Safari,Orycteropus afer,Johannesburg,Outback Zoo,2/17/2003,MW 27 596
Synthetic Data,4,C,Import Permit,NA,NA,NA,90TZ8879184,10/5/2004,Tanzania,Tanzania Wildlife Department,Jackson's chameleon,Zambia,Arusha,NA,Przybyski Safari,Chamaeleo jacksonii,Lusaka,Adongo Oluwaseun,2/18/2003,TZ 20 048
Synthetic Data,2,C,Import Permit,NA,NA,NA,90TZ8879184,10/5/2004,Tanzania,Tanzania Wildlife Department,Slender mongoose,Zambia,Arusha,Zambia,Przybyski Safari,Herpestes sanguineus,Lusaka,Adongo Oluwaseun,2/18/2003,TZ 20 048
Synthetic Data,4,C,Import Permit,NA,NA,NA,90TZ8879184,10/5/2004,Tanzania,Tanzania Wildlife Department,Bushbuck,Zambia,Arusha,Zambia,Przybyski Safari,Tragelaphus scriptus,Lusaka,Adongo Oluwaseun,2/18/2003,TZ 20 048
Synthetic Data,4,C,Import Permit,NA,NA,NA,39BW5638561,6/24/2004,Botswana,Department of Wildlife and National Parks,Striped ground squirrel,Democratic Republic of Congo,Orapa,NA,Boitumelo Udo,Xerus erythropus,Lusambo,Dada Saalinge,2/18/2003,BW 31 904
Synthetic Data,5,C,Import Permit,NA,NA,NA,39BW5638561,6/24/2004,Botswana,Department of Wildlife and National Parks,Spotted hyena,Democratic Republic of Congo,Orapa,Zambia,Boitumelo Udo,Crocuta crocuta,Lusambo,Dada Saalinge,2/18/2003,BW 31 904
Synthetic Data,4,C,Import Permit,NA,NA,NA,39BW5638561,6/24/2004,Botswana,Department of Wildlife and National Parks,African rock python,Democratic Republic of Congo,Orapa,NA,Boitumelo Udo,Python sebae,Lusambo,Dada Saalinge,2/18/2003,BW 31 904
Synthetic Data,5,C,Import Permit,NA,NA,NA,39BW5638561,6/24/2004,Botswana,Department of Wildlife and National Parks,Steinbok,Democratic Republic of Congo,Orapa,NA,Boitumelo Udo,Raphicerus campestris,Lusambo,Dada Saalinge,2/18/2003,BW 31 904
Synthetic Data,4,C,Import Permit,NA,NA,NA,39BW5638561,6/24/2004,Botswana,Department of Wildlife and National Parks,Okapi,Democratic Republic of Congo,Orapa,NA,Boitumelo Udo,Okapia johnstoni,Lusambo,Dada Saalinge,2/18/2003,BW 31 904
Synthetic Data,5,C,Import Permit,NA,NA,NA,39BW5638561,6/24/2004,Botswana,Department of Wildlife and National Parks,Bushbuck,Democratic Republic of Congo,Orapa,NA,Boitumelo Udo,Tragelaphus scriptus,Lusambo,Dada Saalinge,2/18/2003,BW 31 904
Synthetic Data,3,C,Import Permit,NA,NA,NA,39BW5638561,6/24/2004,Botswana,Department of Wildlife and National Parks,African civet,Democratic Republic of Congo,Orapa,Democratic Republic of Congo,Boitumelo Udo,Civettictis civetta,Lusambo,Dada Saalinge,2/18/2003,BW 31 904
Synthetic Data,6,C,Import Permit,NA,NA,NA,44TZ7488027,9/25/2004,Tanzania,Tanzania Wildlife Department,Crested porcupine,Malawi,Arusha,Zambia,Oni Chiumbo,Hystrix cristata,Liongwe,Sithembile Apunda,2/18/2003,TZ 61 779
Synthetic Data,3,C,Import Permit,NA,NA,NA,25ZA6462258,1/22/2005,South Africa,Department of Environmental Affairs and Tourism,Great crested grebe,Democratic Republic of Congo,Johannesburg,NA,Ghahramani Reserve,Podiceps cristatus,Likasi,Huntsman Chenoweth Reserve,2/20/2003,ZA 21 080
Synthetic Data,2,C,Import Permit,NA,NA,NA,11TZ8965753,4/1/2004,Tanzania,Tanzania Wildlife Department,Common waterbuck,Zambia,Arusha,NA,Outback Sippi Reserve,Kobus ellipsiprymnus,Livingstone,Wildlife Tomii Safari,2/20/2003,TZ 14 803
Synthetic Data,4,C,Import Permit,NA,NA,NA,11TZ8965753,4/1/2004,Tanzania,Tanzania Wildlife Department,African darter,Zambia,Arusha,Zambia,Outback Sippi Reserve,Anhinga rufa,Livingstone,Wildlife Tomii Safari,2/20/2003,TZ 14 803
Synthetic Data,6,C,Import Permit,NA,NA,NA,11TZ8965753,4/1/2004,Tanzania,Tanzania Wildlife Department,Green-backed heron,Zambia,Arusha,NA,Outback Sippi Reserve,Butorides striatus,Livingstone,Wildlife Tomii Safari,2/20/2003,TZ 14 803
Synthetic Data,5,C,Import Permit,NA,NA,NA,11TZ8965753,4/1/2004,Tanzania,Tanzania Wildlife Department,Lesser flamingo,Zambia,Arusha,Zambia,Outback Sippi Reserve,Phoeniconaias minor,Livingstone,Wildlife Tomii Safari,2/20/2003,TZ 14 803
Synthetic Data,5,C,Import Permit,NA,NA,NA,11TZ8965753,4/1/2004,Tanzania,Tanzania Wildlife Department,Flap necked chameleon,Zambia,Arusha,Zambia,Outback Sippi Reserve,Chamaeleo delepis,Livingstone,Wildlife Tomii Safari,2/20/2003,TZ 14 803
Synthetic Data,2,C,Import Permit,NA,NA,NA,11TZ8965753,4/1/2004,Tanzania,Tanzania Wildlife Department,Chimpanzee,Zambia,Arusha,NA,Outback Sippi Reserve,Pan troglodytes,Livingstone,Wildlife Tomii Safari,2/20/2003,TZ 14 803
Synthetic Data,4,C,Import Permit,NA,NA,NA,11TZ8965753,4/1/2004,Tanzania,Tanzania Wildlife Department,Cokes hartebeest,Zambia,Arusha,NA,Outback Sippi Reserve,Alcelaphus buselaphus,Livingstone,Wildlife Tomii Safari,2/20/2003,TZ 14 803
Synthetic Data,3,C,Import Permit,NA,NA,NA,14ZA1574790,1/3/2005,South Africa,Department of Environmental Affairs and Tourism,Great cormorant,Mozambique,Bloemfontein,Mozambique,Mosi Awotwi,Phalacrocorax carbo,Inhambane,Fumnanya Kunto,2/21/2003,ZA 00 726
Synthetic Data,3,C,Import Permit,NA,NA,NA,14ZA1574790,1/3/2005,South Africa,Department of Environmental Affairs and Tourism,Crocodile,Mozambique,Bloemfontein,NA,Mosi Awotwi,,Inhambane,Fumnanya Kunto,2/21/2003,ZA 00 726
Synthetic Data,6,C,Import Permit,NA,NA,NA,14ZA1574790,1/3/2005,South Africa,Department of Environmental Affairs and Tourism,Great white pelican,Mozambique,Bloemfontein,NA,Mosi Awotwi,Pelecannus onocrotalus,Inhambane,Fumnanya Kunto,2/21/2003,ZA 00 726
Synthetic Data,5,C,Import Permit,NA,NA,NA,14ZA1574790,1/3/2005,South Africa,Department of Environmental Affairs and Tourism,Nile crocodile,Mozambique,Bloemfontein,Zambia,Mosi Awotwi,Crocodilus niloticus,Inhambane,Fumnanya Kunto,2/21/2003,ZA 00 726
Synthetic Data,3,C,Import Permit,NA,NA,NA,70MZ6896734,10/26/2004,Mozambique,National Directorate of Forestry and Wildlife,African hare,Democratic Republic of Congo,Pemba,NA,Wildlife Bal Animal Park,Lepus capensis,Lusambo,Kamau Abeni,2/22/2003,MZ 00 236
Synthetic Data,4,C,Import Permit,NA,NA,NA,70MZ6896734,10/26/2004,Mozambique,National Directorate of Forestry and Wildlife,Side striped jackal,Democratic Republic of Congo,Pemba,NA,Wildlife Bal Animal Park,Canis adustus,Lusambo,Kamau Abeni,2/22/2003,MZ 00 236
Synthetic Data,3,C,Import Permit,NA,NA,NA,76NA9997772,7/12/2004,Namibia,Ministry of Environment and Tourism,Oribi,United Kingdom,Walvis Bay,NA,Wild Reserve,Ourebia ourebia,Manchester,Outback Park,2/22/2003,NA 82 362
Synthetic Data,4,C,Import Permit,NA,NA,NA,26MZ6761570,9/9/2004,Mozambique,National Directorate of Forestry and Wildlife,White rhinoceros,South Africa,Beira,NA,Wild Spiegler Safari,Ceroteotherium simium,Ladysmith,Esi Opeyemi,2/23/2003,MZ 45 414
Synthetic Data,3,C,Import Permit,NA,NA,NA,26MZ6761570,9/9/2004,Mozambique,National Directorate of Forestry and Wildlife,Bongo,South Africa,Beira,Zambia,Wild Spiegler Safari,Tragelaphus euryceros,Ladysmith,Esi Opeyemi,2/23/2003,MZ 45 414
Synthetic Data,5,C,Import Permit,NA,NA,NA,26MZ6761570,9/9/2004,Mozambique,National Directorate of Forestry and Wildlife,Lesser kudu,South Africa,Beira,South Africa,Wild Spiegler Safari,Tragelaphus imberbis,Ladysmith,Esi Opeyemi,2/23/2003,MZ 45 414
Synthetic Data,3,C,Import Permit,NA,NA,NA,26MZ6761570,9/9/2004,Mozambique,National Directorate of Forestry and Wildlife,Gerenuk,South Africa,Beira,South Africa,Wild Spiegler Safari,Litocranius walleri,Ladysmith,Esi Opeyemi,2/23/2003,MZ 45 414
Synthetic Data,4,C,Import Permit,NA,NA,NA,26MZ6761570,9/9/2004,Mozambique,National Directorate of Forestry and Wildlife,African spoonbill,South Africa,Beira,South Africa,Wild Spiegler Safari,Platalea alba,Ladysmith,Esi Opeyemi,2/23/2003,MZ 45 414
Synthetic Data,6,C,Import Permit,NA,NA,NA,26MZ6761570,9/9/2004,Mozambique,National Directorate of Forestry and Wildlife,Uganda kob,South Africa,Beira,Zambia,Wild Spiegler Safari,Kobus kob,Ladysmith,Esi Opeyemi,2/23/2003,MZ 45 414
Synthetic Data,3,C,Import Permit,NA,NA,NA,26MZ6761570,9/9/2004,Mozambique,National Directorate of Forestry and Wildlife,Common,South Africa,Beira,NA,Wild Spiegler Safari,plains,Ladysmith,Esi Opeyemi,2/23/2003,MZ 45 414
Synthetic Data,5,C,Import Permit,NA,NA,NA,68NA3849203,9/15/2004,Namibia,Ministry of Environment and Tourism,Little grebe,Germany,Luderitz,Germany,Schall Safari,Tachybaptus ruficollis,Munster,Ngozi Abena,2/24/2003,NA 18 786
Synthetic Data,4,C,Import Permit,NA,NA,NA,68NA3849203,9/15/2004,Namibia,Ministry of Environment and Tourism,Slender mongoose,Germany,Luderitz,NA,Schall Safari,Herpestes sanguineus,Munster,Ngozi Abena,2/24/2003,NA 18 786
Synthetic Data,2,C,Import Permit,NA,NA,NA,68NA3849203,9/15/2004,Namibia,Ministry of Environment and Tourism,Squacco heron,Germany,Luderitz,NA,Schall Safari,Ardeola ralloides,Munster,Ngozi Abena,2/24/2003,NA 18 786
Synthetic Data,5,C,Import Permit,NA,NA,NA,68NA3849203,9/15/2004,Namibia,Ministry of Environment and Tourism,African civet,Germany,Luderitz,Zambia,Schall Safari,Civettictis civetta,Munster,Ngozi Abena,2/24/2003,NA 18 786
Synthetic Data,3,C,Import Permit,NA,NA,NA,68NA3849203,9/15/2004,Namibia,Ministry of Environment and Tourism,Little grebe,Germany,Luderitz,NA,Schall Safari,Tachybaptus ruficollis,Munster,Ngozi Abena,2/24/2003,NA 18 786
Synthetic Data,5,C,Import Permit,NA,NA,NA,68NA3849203,9/15/2004,Namibia,Ministry of Environment and Tourism,African civet,Germany,Luderitz,NA,Schall Safari,Civettictis civetta,Munster,Ngozi Abena,2/24/2003,NA 18 786
Synthetic Data,4,C,Import Permit,NA,NA,NA,68NA3849203,9/15/2004,Namibia,Ministry of Environment and Tourism,Sable antelope,Germany,Luderitz,NA,Schall Safari,Hippotragus niger,Munster,Ngozi Abena,2/24/2003,NA 18 786
Synthetic Data,2,C,Import Permit,NA,NA,NA,96CD1682313,5/21/2004,Democratic Republic of the Congo,Congolese Institute for Nature Conservation,Common,Botswana,Kindu,Botswana,Foulk Park,plains,Francistown,Gupte Park,2/25/2003,CD 59 333
Synthetic Data,1,C,Import Permit,NA,NA,NA,96CD1682313,5/21/2004,Democratic Republic of the Congo,Congolese Institute for Nature Conservation,Sitatunga,Botswana,Kindu,Botswana,Foulk Park,Tragelaphus spekei,Francistown,Gupte Park,2/25/2003,CD 59 333
Synthetic Data,4,C,Import Permit,NA,NA,NA,96CD1682313,5/21/2004,Democratic Republic of the Congo,Congolese Institute for Nature Conservation,Yellow baboon,Botswana,Kindu,Zambia,Foulk Park,Papio cynocephalus,Francistown,Gupte Park,2/25/2003,CD 59 333
Synthetic Data,5,C,Import Permit,NA,NA,NA,46NA2648737,9/17/2004,Namibia,Ministry of Environment and Tourism,Black-faced vervet monkey,South Africa,Windhoek,Zambia,Cesarini Zoo,Cercopithecus aethiops,Ladysmith,Gwembeshe Thabo,2/25/2003,NA 80 669
